Año,Trimestre,Provincia,Numero_denuncias
2019,Cuarto,Cuenca,120
2019,Cuarto,Guadalajara,299
2019,Cuarto,Toledo,409
2019,Cuarto,Barcelona,3723
2019,Cuarto,Girona,628
2019,Cuarto,Lleida,380
2019,Cuarto,Tarragona,831
2019,Cuarto,Alicante/Alacant,2479
2019,Cuarto,Castellón/Castelló,559
2019,Cuarto,Valencia/València,3108
2019,Cuarto,Badajoz,389
2019,Cuarto,Cáceres,229
2019,Cuarto,A Coruña,653
2019,Cuarto,Lugo,200
2019,Cuarto,Ourense,114
2019,Cuarto,Pontevedra,561
2019,Cuarto,Madrid,6707
2019,Cuarto,Murcia,1732
2019,Cuarto,Navarra,451
2019,Cuarto,Araba/Álava,239
2019,Cuarto,Gipuzkoa,393
2019,Cuarto,Bizkaia,825
2019,Cuarto,La Rioja,194
2019,Cuarto,Ceuta,74
2019,Cuarto,Melilla,80
2020,Primero,Almería,792
2020,Primero,Cádiz,1177
2020,Primero,Córdoba,563
2020,Primero,Granada,923
2020,Primero,Huelva,509
2020,Primero,Jaén,450
2020,Primero,Málaga,1541
2020,Primero,Sevilla,1360
2020,Primero,Huesca,86
2020,Primero,Teruel,57
2020,Primero,Zaragoza,565
2020,Primero,Asturias,665
2020,Primero,Illes Balears,1391
2020,Primero,Las Palmas,1122
2020,Primero,Santa Cruz de Tenerife,970
2020,Primero,Cantabria,453
2020,Primero,Ávila,67
2020,Primero,Burgos,224
2020,Primero,León,191
2020,Primero,Palencia,76
2020,Primero,Salamanca,120
2020,Primero,Segovia,136
2020,Primero,Soria,32
2020,Primero,Valladolid,301
2020,Primero,Zamora,60
2020,Primero,Albacete,193
2020,Primero,Ciudad Real,406
2020,Primero,Cuenca,87
2020,Primero,Guadalajara,178
2020,Primero,Toledo,368
2020,Primero,Barcelona,3292
2020,Primero,Girona,546
2020,Primero,Lleida,321
2020,Primero,Tarragona,624
2020,Primero,Alicante/Alacant,2098
2020,Primero,Castellón/Castelló,453
2020,Primero,Valencia/València,2687
2020,Primero,Badajoz,369
2020,Primero,Cáceres,177
2020,Primero,A Coruña,598
2020,Primero,Lugo,176
2020,Primero,Ourense,102
2020,Primero,Pontevedra,521
2020,Primero,Madrid,5575
2020,Primero,Murcia,1499
2020,Primero,Navarra,475
2020,Primero,Araba/Álava,230
2020,Primero,Gipuzkoa,329
2020,Primero,Bizkaia,728
2020,Primero,La Rioja,195
2020,Primero,Ceuta,50
2020,Primero,Melilla,77
2020,Segundo,Almería,678
2020,Segundo,Cádiz,1092
2020,Segundo,Córdoba,451
2020,Segundo,Granada,836
2020,Segundo,Huelva,616
2020,Segundo,Jaén,433
2020,Segundo,Málaga,1510
2020,Segundo,Sevilla,1163
2020,Segundo,Huesca,104
2020,Segundo,Teruel,42
2020,Segundo,Zaragoza,701
2020,Segundo,Asturias,697
2020,Segundo,Illes Balears,1371
2020,Segundo,Las Palmas,1287
2020,Segundo,Santa Cruz de Tenerife,917
2020,Segundo,Cantabria,385
2020,Segundo,Ávila,67
2020,Segundo,Burgos,156
2020,Segundo,León,197
2020,Segundo,Palencia,51
2020,Segundo,Salamanca,87
2020,Segundo,Segovia,80
2020,Segundo,Soria,49
2020,Segundo,Valladolid,241
2020,Segundo,Zamora,57
2020,Segundo,Albacete,203
2020,Segundo,Ciudad Real,313
2020,Segundo,Cuenca,110
2020,Segundo,Guadalajara,243
2020,Segundo,Toledo,457
2020,Segundo,Barcelona,3085
2020,Segundo,Girona,539
2020,Segundo,Lleida,316
2020,Segundo,Tarragona,529
2020,Segundo,Alicante/Alacant,1806
2020,Segundo,Castellón/Castelló,391
2020,Segundo,Valencia/València,2761
2020,Segundo,Badajoz,312
2020,Segundo,Cáceres,208
2020,Segundo,A Coruña,627
2020,Segundo,Lugo,145
2020,Segundo,Ourense,227
2020,Segundo,Pontevedra,490
2020,Segundo,Madrid,5103
2020,Segundo,Murcia,1378
2020,Segundo,Navarra,468
2020,Segundo,Araba/Álava,197
2020,Segundo,Gipuzkoa,329
2020,Segundo,Bizkaia,760
2020,Segundo,La Rioja,183
2020,Segundo,Ceuta,56
2020,Segundo,Melilla,72
2020,Tercero,Almería,1109
2020,Tercero,Cádiz,1474
2020,Tercero,Córdoba,481
2020,Tercero,Granada,1141
2020,Tercero,Huelva,732
2020,Tercero,Jaén,600
2020,Tercero,Málaga,1962
2020,Tercero,Sevilla,1567
2020,Tercero,Huesca,97
2020,Tercero,Teruel,40
2020,Tercero,Zaragoza,728
2020,Tercero,Asturias,766
2020,Tercero,Illes Balears,1741
2020,Tercero,Las Palmas,1409
2020,Tercero,Santa Cruz de Tenerife,1111
2020,Tercero,Cantabria,462
2020,Tercero,Ávila,92
2020,Tercero,Burgos,209
2020,Tercero,León,256
2020,Tercero,Palencia,63
2020,Tercero,Salamanca,135
2020,Tercero,Segovia,130
2020,Tercero,Soria,48
2020,Tercero,Valladolid,327
2020,Tercero,Zamora,97
2020,Tercero,Albacete,332
2020,Tercero,Ciudad Real,478
2020,Tercero,Cuenca,119
2020,Tercero,Guadalajara,207
2020,Tercero,Toledo,448
2020,Tercero,Barcelona,3873
2020,Tercero,Girona,688
2020,Tercero,Lleida,446
2020,Tercero,Tarragona,788
2020,Tercero,Alicante/Alacant,2354
2020,Tercero,Castellón/Castelló,644
2020,Tercero,Valencia/València,3246
2020,Tercero,Badajoz,410
2020,Tercero,Cáceres,218
2020,Tercero,A Coruña,739
2020,Tercero,Lugo,178
2020,Tercero,Ourense,270
2020,Tercero,Pontevedra,580
2020,Tercero,Madrid,6070
2020,Tercero,Murcia,1728
2020,Tercero,Navarra,435
2020,Tercero,Araba/Álava,260
2020,Tercero,Gipuzkoa,446
2020,Tercero,Bizkaia,751
2020,Tercero,La Rioja,184
2020,Tercero,Ceuta,76
2020,Tercero,Melilla,109
2020,Cuarto,Almería,786
2020,Cuarto,Cádiz,1284
2020,Cuarto,Córdoba,544
2020,Cuarto,Granada,1081
2020,Cuarto,Huelva,546
2020,Cuarto,Jaén,406
2020,Cuarto,Málaga,1643
2020,Cuarto,Sevilla,1397
2020,Cuarto,Huesca,98
2020,Cuarto,Teruel,26
2020,Cuarto,Zaragoza,733
2020,Cuarto,Asturias,522
2020,Cuarto,Illes Balears,1377
2020,Cuarto,Las Palmas,1164
2020,Cuarto,Santa Cruz de Tenerife,946
2020,Cuarto,Cantabria,368
2020,Cuarto,Ávila,65
2020,Cuarto,Burgos,179
2020,Cuarto,León,235
2020,Cuarto,Palencia,61
2020,Cuarto,Salamanca,90
2020,Cuarto,Segovia,172
2020,Cuarto,Soria,46
2020,Cuarto,Valladolid,286
2020,Cuarto,Zamora,76
2020,Cuarto,Albacete,215
2020,Cuarto,Ciudad Real,303
2020,Cuarto,Cuenca,105
2020,Cuarto,Guadalajara,321
2020,Cuarto,Toledo,455
2020,Cuarto,Barcelona,3289
2020,Cuarto,Girona,604
2020,Cuarto,Lleida,322
2020,Cuarto,Tarragona,664
2020,Cuarto,Alicante/Alacant,1897
2020,Cuarto,Castellón/Castelló,491
2020,Cuarto,Valencia/València,3126
2020,Cuarto,Badajoz,380
2020,Cuarto,Cáceres,188
2020,Cuarto,A Coruña,560
2020,Cuarto,Lugo,183
2020,Cuarto,Ourense,190
2020,Cuarto,Pontevedra,492
2020,Cuarto,Madrid,5715
2020,Cuarto,Murcia,1498
2020,Cuarto,Navarra,418
2020,Cuarto,Araba/Álava,202
2020,Cuarto,Gipuzkoa,334
2020,Cuarto,Bizkaia,789
2020,Cuarto,La Rioja,206
2020,Cuarto,Ceuta,46
2020,Cuarto,Melilla,65
2021,Primero,Almería,630
2021,Primero,Cádiz,1058
2021,Primero,Córdoba,568
2021,Primero,Granada,1043
2021,Primero,Huelva,507
2021,Primero,Jaén,408
2021,Primero,Málaga,1519
2021,Primero,Sevilla,1338
2021,Primero,Huesca,106
2021,Primero,Teruel,39
2021,Primero,Zaragoza,657
2021,Primero,Asturias,616
2021,Primero,Illes Balears,1147
2021,Primero,Las Palmas,1076
2021,Primero,Santa Cruz de Tenerife,919
2021,Primero,Cantabria,383
2021,Primero,Ávila,90
2021,Primero,Burgos,201
2021,Primero,León,202
2021,Primero,Palencia,65
2021,Primero,Salamanca,75
2021,Primero,Segovia,103
2021,Primero,Soria,34
2021,Primero,Valladolid,338
2021,Primero,Zamora,56
2021,Primero,Albacete,231
2021,Primero,Ciudad Real,330
2021,Primero,Cuenca,95
2021,Primero,Guadalajara,159
2021,Primero,Toledo,501
2021,Primero,Barcelona,3348
2021,Primero,Girona,536
2021,Primero,Lleida,347
2021,Primero,Tarragona,537
2021,Primero,Alicante/Alacant,1747
2021,Primero,Castellón/Castelló,366
2021,Primero,Valencia/València,2681
2021,Primero,Badajoz,370
2021,Primero,Cáceres,169
2021,Primero,A Coruña,596
2021,Primero,Lugo,160
2021,Primero,Ourense,165
2021,Primero,Pontevedra,513
2021,Primero,Madrid,5580
2021,Primero,Murcia,1491
2021,Primero,Navarra,389
2021,Primero,Araba/Álava,177
2021,Primero,Gipuzkoa,284
2021,Primero,Bizkaia,742
2021,Primero,La Rioja,170
2021,Primero,Ceuta,58
2021,Primero,Melilla,81
2021,Segundo,Almería,680
2021,Segundo,Cádiz,1219
2021,Segundo,Córdoba,692
2021,Segundo,Granada,1275
2021,Segundo,Huelva,655
2021,Segundo,Jaén,535
2021,Segundo,Málaga,1735
2021,Segundo,Sevilla,1530
2021,Segundo,Huesca,113
2021,Segundo,Teruel,40
2021,Segundo,Zaragoza,741
2021,Segundo,Asturias,661
2021,Segundo,Illes Balears,1574
2021,Segundo,Las Palmas,1287
2021,Segundo,Santa Cruz de Tenerife,993
2021,Segundo,Cantabria,474
2021,Segundo,Ávila,83
2021,Segundo,Burgos,191
2021,Segundo,León,221
2021,Segundo,Palencia,72
2021,Segundo,Salamanca,88
2021,Segundo,Segovia,139
2021,Segundo,Soria,39
2021,Segundo,Valladolid,321
2021,Segundo,Zamora,89
2021,Segundo,Albacete,247
2021,Segundo,Ciudad Real,333
2021,Segundo,Cuenca,106
2021,Segundo,Guadalajara,389
2021,Segundo,Toledo,506
2021,Segundo,Barcelona,3763
2021,Segundo,Girona,613
2021,Segundo,Lleida,326
2021,Segundo,Tarragona,698
2021,Segundo,Alicante/Alacant,2104
2021,Segundo,Castellón/Castelló,426
2021,Segundo,Valencia/València,3126
2021,Segundo,Badajoz,440
2021,Segundo,Cáceres,208
2021,Segundo,A Coruña,700
2021,Segundo,Lugo,212
2021,Segundo,Ourense,185
2021,Segundo,Pontevedra,552
2021,Segundo,Madrid,6504
2021,Segundo,Murcia,1636
2021,Segundo,Navarra,446
2021,Segundo,Araba/Álava,240
2021,Segundo,Gipuzkoa,364
2021,Segundo,Bizkaia,799
2021,Segundo,La Rioja,196
2021,Segundo,Ceuta,70
2021,Segundo,Melilla,85
2021,Tercero,Almería,1035
2021,Tercero,Cádiz,1542
2021,Tercero,Córdoba,571
2021,Tercero,Granada,1314
2021,Tercero,Huelva,759
2021,Tercero,Jaén,536
2021,Tercero,Málaga,1954
2021,Tercero,Sevilla,1579
2021,Tercero,Huesca,134
2021,Tercero,Teruel,70
2021,Tercero,Zaragoza,1168
2021,Tercero,Asturias,631
2021,Tercero,Illes Balears,2013
2021,Tercero,Las Palmas,1338
2021,Tercero,Santa Cruz de Tenerife,1101
2021,Tercero,Cantabria,505
2021,Tercero,Ávila,116
2021,Tercero,Burgos,250
2021,Tercero,León,235
2021,Tercero,Palencia,101
2021,Tercero,Salamanca,125
2021,Tercero,Segovia,131
2021,Tercero,Soria,48
2021,Tercero,Valladolid,339
2021,Tercero,Zamora,85
2021,Tercero,Albacete,292
2021,Tercero,Ciudad Real,437
2021,Tercero,Cuenca,118
2021,Tercero,Guadalajara,284
2021,Tercero,Toledo,611
2021,Tercero,Barcelona,4012
2021,Tercero,Girona,752
2021,Tercero,Lleida,449
2021,Tercero,Tarragona,841
2021,Tercero,Alicante/Alacant,2391
2021,Tercero,Castellón/Castelló,517
2021,Tercero,Valencia/València,3391
2021,Tercero,Badajoz,483
2021,Tercero,Cáceres,221
2021,Tercero,A Coruña,643
2021,Tercero,Lugo,180
2021,Tercero,Ourense,189
2021,Tercero,Pontevedra,608
2021,Tercero,Madrid,6964
2021,Tercero,Murcia,1933
2021,Tercero,Navarra,358
2021,Tercero,Araba/Álava,205
2021,Tercero,Gipuzkoa,398
2021,Tercero,Bizkaia,719
2021,Tercero,La Rioja,223
2021,Tercero,Ceuta,75
2021,Tercero,Melilla,117
2021,Cuarto,Almería,955
2021,Cuarto,Cádiz,1387
2021,Cuarto,Córdoba,558
2021,Cuarto,Granada,1318
2021,Cuarto,Huelva,597
2021,Cuarto,Jaén,520
2021,Cuarto,Málaga,1653
2021,Cuarto,Sevilla,1655
2021,Cuarto,Huesca,120
2021,Cuarto,Teruel,47
2021,Cuarto,Zaragoza,773
2021,Cuarto,Asturias,624
2021,Cuarto,Illes Balears,1629
2021,Cuarto,Las Palmas,1332
2021,Cuarto,Santa Cruz de Tenerife,956
2021,Cuarto,Cantabria,536
2021,Cuarto,Ávila,109
2021,Cuarto,Burgos,215
2021,Cuarto,León,224
2021,Cuarto,Palencia,85
2021,Cuarto,Salamanca,97
2021,Cuarto,Segovia,165
2021,Cuarto,Soria,45
2021,Cuarto,Valladolid,341
2021,Cuarto,Zamora,52
2021,Cuarto,Albacete,270
2021,Cuarto,Ciudad Real,448
2021,Cuarto,Cuenca,109
2021,Cuarto,Guadalajara,601
2021,Cuarto,Toledo,476
2021,Cuarto,Barcelona,3821
2021,Cuarto,Girona,729
2021,Cuarto,Lleida,405
2021,Cuarto,Tarragona,680
2021,Cuarto,Alicante/Alacant,2360
2021,Cuarto,Castellón/Castelló,567
2021,Cuarto,Valencia/València,2978
2021,Cuarto,Badajoz,453
2021,Cuarto,Cáceres,248
2021,Cuarto,A Coruña,648
2021,Cuarto,Lugo,168
2021,Cuarto,Ourense,202
2021,Cuarto,Pontevedra,538
2021,Cuarto,Madrid,6406
2021,Cuarto,Murcia,1690
2021,Cuarto,Navarra,437
2021,Cuarto,Araba/Álava,198
2021,Cuarto,Gipuzkoa,399
2021,Cuarto,Bizkaia,832
2021,Cuarto,La Rioja,234
2021,Cuarto,Ceuta,72
2021,Cuarto,Melilla,73
2022,Primero,Almería,829
2022,Primero,Cádiz,1495
2022,Primero,Córdoba,677
2022,Primero,Granada,1311
2022,Primero,Huelva,579
2022,Primero,Jaén,548
2022,Primero,Málaga,1886
2022,Primero,Sevilla,1690
2022,Primero,Huesca,83
2022,Primero,Teruel,48
2022,Primero,Zaragoza,842
2022,Primero,Asturias,737
2022,Primero,Illes Balears,1443
2022,Primero,Las Palmas,1182
2022,Primero,Santa Cruz de Tenerife,973
2022,Primero,Cantabria,514
2022,Primero,Ávila,85
2022,Primero,Burgos,210
2022,Primero,León,231
2022,Primero,Palencia,84
2022,Primero,Salamanca,115
2022,Primero,Segovia,152
2022,Primero,Soria,43
2022,Primero,Valladolid,308
2022,Primero,Zamora,51
2022,Primero,Albacete,248
2022,Primero,Ciudad Real,370
2022,Primero,Cuenca,107
2022,Primero,Guadalajara,262
2022,Primero,Toledo,508
2022,Primero,Barcelona,3506
2022,Primero,Girona,541
2022,Primero,Lleida,366
2022,Primero,Tarragona,685
2022,Primero,Alicante/Alacant,2276
2022,Primero,Castellón/Castelló,801
2022,Primero,Valencia/València,3072
2022,Primero,Badajoz,471
2022,Primero,Cáceres,229
2022,Primero,A Coruña,646
2022,Primero,Lugo,185
2022,Primero,Ourense,288
2022,Primero,Pontevedra,576
2022,Primero,Madrid,6534
2022,Primero,Murcia,1730
2022,Primero,Navarra,458
2022,Primero,Araba/Álava,197
2022,Primero,Gipuzkoa,435
2022,Primero,Bizkaia,816
2022,Primero,La Rioja,208
2022,Primero,Ceuta,61
2022,Primero,Melilla,73
2022,Segundo,Almería,1020
2022,Segundo,Cádiz,1471
2022,Segundo,Córdoba,675
2022,Segundo,Granada,1220
2022,Segundo,Huelva,589
2022,Segundo,Jaén,568
2022,Segundo,Málaga,1956
2022,Segundo,Sevilla,1772
2022,Segundo,Huesca,127
2022,Segundo,Teruel,74
2022,Segundo,Zaragoza,873
2022,Segundo,Asturias,773
2022,Segundo,Illes Balears,1752
2022,Segundo,Las Palmas,1300
2022,Segundo,Santa Cruz de Tenerife,1076
2022,Segundo,Cantabria,546
2022,Segundo,Ávila,118
2022,Segundo,Burgos,235
2022,Segundo,León,250
2022,Segundo,Palencia,101
2022,Segundo,Salamanca,138
2022,Segundo,Segovia,117
2022,Segundo,Soria,41
2022,Segundo,Valladolid,353
2022,Segundo,Zamora,47
2022,Segundo,Albacete,245
2022,Segundo,Ciudad Real,406
2022,Segundo,Cuenca,141
2022,Segundo,Guadalajara,286
2022,Segundo,Toledo,565
2022,Segundo,Barcelona,3890
2022,Segundo,Girona,699
2022,Segundo,Lleida,454
2022,Segundo,Tarragona,741
2022,Segundo,Alicante/Alacant,2423
2022,Segundo,Castellón/Castelló,1237
2022,Segundo,Valencia/València,3249
2022,Segundo,Badajoz,555
2022,Segundo,Cáceres,330
2022,Segundo,A Coruña,737
2022,Segundo,Lugo,176
2022,Segundo,Ourense,335
2022,Segundo,Pontevedra,565
2022,Segundo,Madrid,6958
2022,Segundo,Murcia,2180
2022,Segundo,Navarra,498
2022,Segundo,Araba/Álava,264
2022,Segundo,Gipuzkoa,404
2022,Segundo,Bizkaia,827
2022,Segundo,La Rioja,234
2022,Segundo,Ceuta,58
2022,Segundo,Melilla,94
2022,Tercero,Almería,1138
2022,Tercero,Cádiz,1312
2022,Tercero,Córdoba,784
2022,Tercero,Granada,1462
2022,Tercero,Huelva,766
2022,Tercero,Jaén,556
2022,Tercero,Málaga,2354
2022,Tercero,Sevilla,1980
2022,Tercero,Huesca,154
2022,Tercero,Teruel,81
2022,Tercero,Zaragoza,1038
2022,Tercero,Asturias,814
2022,Tercero,Illes Balears,2195
2022,Tercero,Las Palmas,1450
2022,Tercero,Santa Cruz de Tenerife,1112
2022,Tercero,Cantabria,579
2022,Tercero,Ávila,117
2022,Tercero,Burgos,259
2022,Tercero,León,300
2022,Tercero,Palencia,88
2022,Tercero,Salamanca,167
2022,Tercero,Segovia,169
2022,Tercero,Soria,74
2022,Tercero,Valladolid,297
2022,Tercero,Zamora,105
2022,Tercero,Albacete,279
2022,Tercero,Ciudad Real,436
2022,Tercero,Cuenca,150
2022,Tercero,Guadalajara,185
2022,Tercero,Toledo,637
2022,Tercero,Barcelona,4238
2022,Tercero,Girona,758
2022,Tercero,Lleida,515
2022,Tercero,Tarragona,792
2022,Tercero,Alicante/Alacant,2605
2022,Tercero,Castellón/Castelló,951
2022,Tercero,Valencia/València,3441
2022,Tercero,Badajoz,502
2022,Tercero,Cáceres,323
2022,Tercero,A Coruña,783
2022,Tercero,Lugo,193
2022,Tercero,Ourense,242
2022,Tercero,Pontevedra,636
2022,Tercero,Madrid,7821
2022,Tercero,Murcia,1969
2022,Tercero,Navarra,656
2022,Tercero,Araba/Álava,300
2022,Tercero,Gipuzkoa,387
2022,Tercero,Bizkaia,903
2022,Tercero,La Rioja,237
2022,Tercero,Ceuta,82
2022,Tercero,Melilla,107
2022,Cuarto,Almería,1083
2022,Cuarto,Cádiz,1243
2022,Cuarto,Córdoba,704
2022,Cuarto,Granada,1332
2022,Cuarto,Huelva,638
2022,Cuarto,Jaén,566
2022,Cuarto,Málaga,2080
2022,Cuarto,Sevilla,1865
2022,Cuarto,Huesca,135
2022,Cuarto,Teruel,68
2022,Cuarto,Zaragoza,931
2022,Cuarto,Asturias,762
2022,Cuarto,Illes Balears,1610
2022,Cuarto,Las Palmas,1551
2022,Cuarto,Santa Cruz de Tenerife,1113
2022,Cuarto,Cantabria,579
2022,Cuarto,Ávila,117
2022,Cuarto,Burgos,254
2022,Cuarto,León,280
2022,Cuarto,Palencia,76
2022,Cuarto,Salamanca,103
2022,Cuarto,Segovia,130
2022,Cuarto,Soria,52
2022,Cuarto,Valladolid,337
2022,Cuarto,Zamora,61
2022,Cuarto,Albacete,227
2022,Cuarto,Ciudad Real,421
2022,Cuarto,Cuenca,118
2022,Cuarto,Guadalajara,177
2022,Cuarto,Toledo,565
2022,Cuarto,Barcelona,3965
2022,Cuarto,Girona,715
2022,Cuarto,Lleida,420
2022,Cuarto,Tarragona,730
2022,Cuarto,Alicante/Alacant,2476
2022,Cuarto,Castellón/Castelló,910
2022,Cuarto,Valencia/València,3125
2022,Cuarto,Badajoz,474
2022,Cuarto,Cáceres,272
2022,Cuarto,A Coruña,766
2022,Cuarto,Lugo,176
2022,Cuarto,Ourense,170
2022,Cuarto,Pontevedra,555
2022,Cuarto,Madrid,6485
2022,Cuarto,Murcia,2025
2022,Cuarto,Navarra,740
2022,Cuarto,Araba/Álava,318
2022,Cuarto,Gipuzkoa,340
2022,Cuarto,Bizkaia,904
2022,Cuarto,La Rioja,214
2022,Cuarto,Ceuta,49
2022,Cuarto,Melilla,84
2023,Primero,Almería,1040
2023,Primero,Cádiz,1266
2023,Primero,Córdoba,656
2023,Primero,Granada,1238
2023,Primero,Huelva,596
2023,Primero,Jaén,559
2023,Primero,Málaga,2064
2023,Primero,Sevilla,1927
2023,Primero,Huesca,149
2023,Primero,Teruel,60
2023,Primero,Zaragoza,983
2023,Primero,Asturias,838
2023,Primero,Illes Balears,1688
2023,Primero,Las Palmas,1428
2023,Primero,Santa Cruz de Tenerife,1124
2023,Primero,Cantabria,625
2023,Primero,Ávila,133
2023,Primero,Burgos,259
2023,Primero,León,240
2023,Primero,Palencia,168
2023,Primero,Salamanca,152
2023,Primero,Segovia,218
2023,Primero,Soria,52
2023,Primero,Valladolid,297
2023,Primero,Zamora,88
2023,Primero,Albacete,231
2023,Primero,Ciudad Real,433
2023,Primero,Cuenca,89
2023,Primero,Guadalajara,250
2023,Primero,Toledo,496
2023,Primero,Barcelona,3829
2023,Primero,Girona,619
2023,Primero,Lleida,409
2023,Primero,Tarragona,743
2023,Primero,Alicante/Alacant,2509
2023,Primero,Castellón/Castelló,1119
2023,Primero,Valencia/València,3584
2023,Primero,Badajoz,640
2023,Primero,Cáceres,294
2023,Primero,A Coruña,686
2023,Primero,Lugo,189
2023,Primero,Ourense,227
2023,Primero,Pontevedra,645
2023,Primero,Madrid,6812
2023,Primero,Murcia,2044
2023,Primero,Navarra,717
2023,Primero,Araba/Álava,202
2023,Primero,Gipuzkoa,385
2023,Primero,Bizkaia,903
2023,Primero,La Rioja,231
2023,Primero,Ceuta,90
2023,Primero,Melilla,103
2023,Segundo,Almería,964
2023,Segundo,Cádiz,1293
2023,Segundo,Córdoba,708
2023,Segundo,Granada,1623
2023,Segundo,Huelva,630
2023,Segundo,Jaén,633
2023,Segundo,Málaga,2319
2023,Segundo,Sevilla,1892
2023,Segundo,Huesca,167
2023,Segundo,Teruel,77
2023,Segundo,Zaragoza,1113
2023,Segundo,Asturias,742
2023,Segundo,Illes Balears,2012
2023,Segundo,Las Palmas,1462
2023,Segundo,Santa Cruz de Tenerife,1356
2023,Segundo,Cantabria,593
2023,Segundo,Ávila,137
2023,Segundo,Burgos,274
2023,Segundo,León,289
2023,Segundo,Palencia,111
2023,Segundo,Salamanca,152
2023,Segundo,Segovia,149
2023,Segundo,Soria,42
2023,Segundo,Valladolid,321
2023,Segundo,Zamora,109
2023,Segundo,Albacete,270
2023,Segundo,Ciudad Real,393
2023,Segundo,Cuenca,122
2023,Segundo,Guadalajara,200
2023,Segundo,Toledo,596
2023,Segundo,Barcelona,3929
2023,Segundo,Girona,647
2023,Segundo,Lleida,509
2023,Segundo,Tarragona,767
2023,Segundo,Alicante/Alacant,2680
2023,Segundo,Castellón/Castelló,995
2023,Segundo,Valencia/València,3210
2023,Segundo,Badajoz,671
2023,Segundo,Cáceres,329
2023,Segundo,A Coruña,692
2023,Segundo,Lugo,169
2023,Segundo,Ourense,177
2023,Segundo,Pontevedra,669
2023,Segundo,Madrid,7303
2023,Segundo,Murcia,1992
2023,Segundo,Navarra,677
2023,Segundo,Araba/Álava,314
2023,Segundo,Gipuzkoa,409
2023,Segundo,Bizkaia,914
2023,Segundo,La Rioja,254
2023,Segundo,Ceuta,78
2023,Segundo,Melilla,93
